run_no,avg_susceptibility,avg_recovery_time,initial_population,initial_infected,average_death_rate,average_recovery_rate,quarantine_delay,mass_testing_intensity,social_distancing_intensity,lockdown_intensity,final_pop,day_max_infected,day_max_infetion,total_recovered,total_deaths,total_quarantined,max_infected,max_variance,max_mean
1.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,0.0,1931.0,36.0,25.0,1930.0,3069.0,0.0,10.0,1.4024482459999998,2.333333333
2.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,80.0,2292.0,65.0,43.0,1541.0,2708.0,0.0,15.0,1.541252511,2.077262693
3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0,3750.0,65.0,52.0,668.0,1250.0,0.0,14.0,1.797459081,2.101694915
4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0,4812.0,12.0,10.0,123.0,188.0,0.0,13.0,1.838972045,2.1818181819999998
5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0,4270.0,65.0,65.0,325.0,730.0,0.0,9.0,1.501710736,2.210526316
6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0,4797.0,49.0,19.0,117.0,203.0,0.0,6.0,1.300093805,2.227272727
7.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,90.0,4822.0,44.0,21.0,114.0,178.0,0.0,8.0,1.84773311,3.0
8.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,100.0,4776.0,60.0,29.0,117.0,224.0,0.0,9.0,1.609973782,2.160493827
9.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,0.0,4810.0,65.0,51.0,98.0,190.0,0.0,7.0,1.464292739,2.28125
10.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,80.0,4810.0,64.0,30.0,104.0,190.0,0.0,7.0,1.549193338,2.073170732
11.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,90.0,4823.0,64.0,36.0,109.0,177.0,0.0,6.0,1.303840481,2.25
12.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,100.0,4871.0,65.0,46.0,72.0,129.0,0.0,6.0,1.527525232,3.0
13.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,0.0,4992.0,64.0,60.0,4.0,8.0,0.0,3.0,1.4142135619999998,2.5
14.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,80.0,4964.0,65.0,60.0,11.0,36.0,0.0,5.0,1.892969449,2.25
15.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,90.0,4960.0,65.0,63.0,18.0,40.0,0.0,9.0,1.9645551980000002,3.0
16.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,100.0,5000.0,15.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0
17.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,0.0,2048.0,45.0,29.0,2015.0,2952.0,3840.0,10.0,1.590485545,2.434782609
18.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,80.0,3861.0,53.0,17.0,758.0,1139.0,1481.0,10.0,1.355870141,2.127272727
19.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,90.0,4779.0,15.0,8.0,114.0,221.0,251.0,8.0,1.283045716,2.111111111
20.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,100.0,4762.0,9.0,8.0,133.0,238.0,278.0,10.0,1.596531567,2.125
21.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,0.0,4861.0,65.0,34.0,80.0,139.0,179.0,6.0,1.5537360080000002,2.157894737
22.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,80.0,4897.0,57.0,28.0,68.0,103.0,137.0,6.0,1.390619836,2.25
23.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,90.0,4847.0,58.0,37.0,105.0,153.0,215.0,6.0,1.322875656,2.105263158
24.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,100.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,0.0,4965.0,36.0,31.0,21.0,35.0,43.0,5.0,1.949358869,2.857142857
26.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,80.0,4959.0,65.0,62.0,31.0,41.0,65.0,5.0,1.6431676730000002,2.2
27.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,90.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,100.0,4997.0,1.0,1.0,0.0,3.0,4.0,2.0,0.7071067809999999,2.0
29.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,0.0,5000.0,20.0,6.0,2.0,0.0,3.0,1.0,0.0,1.0
30.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,80.0,4999.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
31.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,90.0,4998.0,22.0,8.0,7.0,2.0,10.0,2.0,0.7071067809999999,1.5
32.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,100.0,5000.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
33.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,80.0,4824.0,19.0,13.0,122.0,176.0,272.0,6.0,1.463850109,2.0
35.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,90.0,4779.0,11.0,9.0,133.0,221.0,317.0,10.0,1.484967409,2.094594595
36.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,100.0,4818.0,11.0,9.0,117.0,182.0,267.0,7.0,1.603567451,2.011904762
37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0,4999.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0,4997.0,2.0,2.0,1.0,3.0,5.0,2.0,0.7071067809999999,2.0
40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0,4987.0,8.0,8.0,6.0,13.0,17.0,5.0,1.7888543819999998,2.0
41.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,0.0,5000.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0
42.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,80.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,90.0,4998.0,2.0,2.0,1.0,2.0,4.0,2.0,0.7071067809999999,1.5
44.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,100.0,5000.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0
45.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,80.0,4998.0,4.0,4.0,1.0,2.0,5.0,2.0,0.7071067809999999,2.0
47.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,90.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,100.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,0.0,2334.0,43.0,26.0,1609.0,2666.0,4023.0,10.0,1.799470822,2.285714286
50.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,80.0,4858.0,12.0,8.0,106.0,142.0,236.0,5.0,1.049582885,1.92
51.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,90.0,4803.0,7.0,6.0,115.0,197.0,289.0,7.0,1.4142135619999998,2.0
52.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,100.0,4824.0,11.0,9.0,96.0,176.0,254.0,5.0,1.120897077,2.0
53.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,80.0,4994.0,4.0,4.0,6.0,6.0,12.0,3.0,0.957427108,1.75
55.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,90.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,100.0,4993.0,3.0,3.0,0.0,7.0,7.0,3.0,1.4142135619999998,2.0
57.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,80.0,4999.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
59.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,90.0,5000.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0
60.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,100.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
62.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,80.0,5000.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0
63.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,90.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,100.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,0.0,2008.0,50.0,39.0,1889.0,2992.0,0.0,13.0,1.525093235,2.118918919
66.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,80.0,3213.0,65.0,64.0,875.0,1787.0,0.0,12.0,1.7849440909999998,2.197802198
67.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,90.0,4099.0,65.0,15.0,523.0,901.0,0.0,15.0,1.5536661980000002,2.25
68.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,100.0,4793.0,13.0,10.0,128.0,207.0,0.0,9.0,1.646545205,2.4
69.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,0.0,4496.0,65.0,65.0,261.0,504.0,0.0,10.0,1.6212457809999998,2.2230769230000003
70.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,80.0,4798.0,51.0,25.0,146.0,202.0,0.0,8.0,1.576137851,2.207317073
71.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,90.0,4792.0,53.0,26.0,131.0,208.0,0.0,9.0,1.673320053,2.291666667
72.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,100.0,4812.0,39.0,28.0,123.0,188.0,0.0,7.0,1.45718904,2.46875
73.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,0.0,4631.0,65.0,47.0,210.0,369.0,0.0,9.0,1.7557882009999999,2.5625
74.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,80.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,90.0,4844.0,65.0,46.0,75.0,156.0,0.0,6.0,1.662231086,2.666666667
76.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,100.0,4838.0,65.0,30.0,98.0,162.0,0.0,6.0,1.275445241,2.5
77.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,80.0,4998.0,7.0,7.0,0.0,2.0,0.0,2.0,0.0,2.0
79.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,90.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,100.0,4999.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
81.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,0.0,1978.0,50.0,37.0,1866.0,3022.0,2157.0,11.0,2.272363607,2.333333333
82.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,80.0,2811.0,65.0,43.0,1097.0,2189.0,1595.0,13.0,1.724775582,2.0547263680000003
83.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,90.0,4145.0,54.0,37.0,596.0,855.0,656.0,11.0,1.527525232,2.08
84.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,100.0,4805.0,10.0,9.0,123.0,195.0,138.0,9.0,1.5,2.344827586
85.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,0.0,4526.0,65.0,65.0,195.0,474.0,316.0,8.0,1.542315643,4.0
86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0,4817.0,56.0,30.0,100.0,183.0,126.0,6.0,1.261053015,2.0810810809999998
87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0,4795.0,45.0,27.0,128.0,205.0,166.0,8.0,1.4345970119999998,1.93877551
88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,0.0,4912.0,65.0,62.0,43.0,88.0,57.0,8.0,2.236067977,2.5
90.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,80.0,4854.0,65.0,53.0,101.0,146.0,112.0,8.0,1.503493873,2.236842105
91.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,90.0,4905.0,62.0,32.0,57.0,95.0,80.0,6.0,1.763834207,2.0
92.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,100.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,0.0,4999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
94.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,80.0,4975.0,46.0,25.0,11.0,25.0,13.0,5.0,1.816590212,3.0
95.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,90.0,4952.0,62.0,23.0,31.0,48.0,33.0,7.0,1.8337495369999999,2.8
96.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,100.0,4994.0,21.0,1.0,0.0,6.0,0.0,3.0,0.0,3.0
97.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,0.0,1991.0,54.0,36.0,1836.0,3009.0,3644.0,11.0,1.727854739,2.333333333
98.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,80.0,3481.0,39.0,24.0,986.0,1519.0,1807.0,12.0,1.421557166,2.051282051
99.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,90.0,4607.0,21.0,17.0,270.0,393.0,489.0,7.0,1.505042031,2.083333333
100.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,100.0,4660.0,18.0,15.0,235.0,340.0,442.0,8.0,1.391516245,2.087301587
101.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,0.0,4818.0,65.0,65.0,86.0,182.0,224.0,7.0,1.4142135619999998,2.0
102.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,80.0,4877.0,50.0,24.0,81.0,123.0,150.0,6.0,1.732050808,2.2
103.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,90.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,100.0,4860.0,36.0,15.0,86.0,140.0,156.0,5.0,1.5,2.0333333330000003
105.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,0.0,4998.0,4.0,3.0,2.0,2.0,3.0,2.0,0.7071067809999999,2.0
106.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,80.0,4989.0,32.0,25.0,7.0,11.0,15.0,3.0,0.957427108,2.0
107.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,90.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,100.0,4992.0,15.0,15.0,4.0,8.0,12.0,3.0,1.154700538,2.0
109.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,80.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,90.0,4998.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0
112.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,100.0,4991.0,30.0,19.0,5.0,9.0,11.0,3.0,1.154700538,3.0
113.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,0.0,1942.0,45.0,31.0,1903.0,3058.0,3960.0,10.0,1.647446107,2.1818181819999998
114.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,80.0,4798.0,15.0,9.0,129.0,202.0,256.0,12.0,1.803178931,2.30952381
115.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,90.0,4641.0,19.0,15.0,238.0,359.0,486.0,11.0,1.675921275,2.144
116.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,100.0,4828.0,11.0,9.0,106.0,172.0,231.0,7.0,1.380321869,2.0
117.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,0.0,4952.0,27.0,15.0,26.0,48.0,62.0,4.0,1.154700538,2.0
118.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,80.0,4846.0,33.0,24.0,107.0,154.0,213.0,6.0,1.4142135619999998,2.12
119.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,90.0,4905.0,50.0,22.0,61.0,95.0,127.0,7.0,1.4142135619999998,2.5
120.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,100.0,4905.0,37.0,27.0,71.0,95.0,136.0,7.0,1.111167799,2.076923077
121.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,0.0,4979.0,15.0,12.0,9.0,21.0,27.0,4.0,2.121320344,2.5
122.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,80.0,4999.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0
123.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,90.0,4957.0,20.0,18.0,27.0,43.0,56.0,4.0,1.032558217,1.764705882
124.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,100.0,4951.0,38.0,11.0,33.0,49.0,72.0,5.0,2.309401077,4.0
125.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
126.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,80.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,90.0,4998.0,4.0,4.0,1.0,2.0,4.0,2.0,0.7071067809999999,2.0
128.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,100.0,4999.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
129.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,0.0,0.0,1997.0,32.0,22.0,1996.0,3003.0,0.0,9.0,1.471918488,2.152542373
130.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,0.0,80.0,2312.0,65.0,45.0,1509.0,2688.0,0.0,11.0,1.499361755,2.07
