run_no,avg_susceptibility,avg_recovery_time,initial_population,initial_infected,average_death_rate,average_recovery_rate,quarantine_delay,mass_testing_intensity,social_distancing_intensity,lockdown_intensity,final_pop,day_max_infected,day_max_infetion,total_infected,total_recovered,total_deaths,total_quarantined,max_infected,max_variance,max_mean
1.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,0.0,1945.0,43.0,30.0,1967.0,1913.0,3055.0,0.0,12.0,1.81970348,2.222222222
2.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,80.0,2884.0,65.0,47.0,1338.0,1108.0,2116.0,0.0,16.0,1.947059689,2.425287356
3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0,4772.0,26.0,11.0,261.0,121.0,228.0,0.0,8.0,1.530621779,2.123595506
4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0,4798.0,25.0,9.0,258.0,115.0,202.0,0.0,10.0,1.7461655409999999,2.010204082
5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0,4383.0,65.0,65.0,551.0,269.0,617.0,0.0,11.0,2.0889318709999998,4.0
6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0,4654.0,64.0,55.0,190.0,168.0,346.0,0.0,8.0,1.523640172,3.0
7.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,90.0,4794.0,42.0,25.0,188.0,121.0,206.0,0.0,6.0,1.457181054,2.384615385
8.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,100.0,4810.0,34.0,23.0,168.0,114.0,190.0,0.0,7.0,1.7861904130000001,2.095238095
9.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,0.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,80.0,4869.0,65.0,27.0,78.0,77.0,131.0,0.0,6.0,2.121320344,5.0
11.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,90.0,4852.0,65.0,34.0,71.0,89.0,148.0,0.0,9.0,1.738988681,2.46
12.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,80.0,100.0,4805.0,62.0,34.0,170.0,123.0,195.0,0.0,7.0,1.244918265,2.103448276
13.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,0.0,4995.0,23.0,12.0,5.0,6.0,5.0,0.0,3.0,1.154700538,3.0
14.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,80.0,4933.0,65.0,28.0,36.0,44.0,67.0,0.0,5.0,1.329023833,2.272727273
15.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,90.0,4975.0,65.0,33.0,18.0,19.0,25.0,0.0,4.0,1.4142135619999998,2.2
16.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,90.0,100.0,4961.0,65.0,52.0,30.0,26.0,39.0,0.0,7.0,1.5296631269999998,2.214285714
17.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,0.0,1974.0,46.0,30.0,2144.0,1948.0,3026.0,3822.0,10.0,1.517098316,2.225
18.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,80.0,4437.0,49.0,15.0,407.0,338.0,563.0,666.0,10.0,1.568414321,2.0421052630000003
19.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,90.0,4799.0,9.0,8.0,269.0,122.0,201.0,258.0,10.0,1.607823421,2.092307692
20.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,0.0,100.0,4802.0,12.0,10.0,266.0,134.0,198.0,254.0,8.0,1.366574093,2.0957446809999998
21.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,0.0,4992.0,13.0,13.0,7.0,3.0,8.0,8.0,4.0,2.121320344,3.0
22.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,80.0,4912.0,65.0,63.0,80.0,38.0,88.0,140.0,6.0,1.3738872359999998,2.127272727
23.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,90.0,4937.0,33.0,20.0,71.0,55.0,63.0,89.0,5.0,2.0,2.0
24.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,70.0,100.0,4840.0,56.0,46.0,141.0,91.0,160.0,223.0,8.0,1.328670145,2.0
25.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,0.0,4983.0,18.0,13.0,20.0,10.0,17.0,24.0,4.0,1.032795559,2.0
26.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,80.0,4955.0,49.0,31.0,29.0,32.0,45.0,59.0,7.0,2.267786838,2.217391304
27.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,80.0,100.0,4989.0,25.0,16.0,11.0,7.0,11.0,14.0,5.0,1.380131119,2.5
29.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,0.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,80.0,4999.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
31.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,90.0,4997.0,7.0,7.0,6.0,1.0,3.0,6.0,3.0,0.7071067809999999,2.5
32.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,20.0,90.0,100.0,4998.0,8.0,8.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0
33.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,0.0,2098.0,63.0,32.0,1840.0,1779.0,2902.0,4333.0,9.0,1.853027825,2.2
34.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,80.0,4648.0,22.0,17.0,350.0,219.0,352.0,513.0,7.0,1.35792917,2.166666667
35.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,90.0,4826.0,14.0,12.0,237.0,128.0,174.0,271.0,6.0,1.3577885490000001,2.074074074
36.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,0.0,100.0,4813.0,16.0,8.0,252.0,124.0,187.0,280.0,6.0,1.387014608,2.266666667
37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0,4996.0,8.0,8.0,8.0,3.0,4.0,9.0,2.0,0.7071067809999999,2.0
40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0,4989.0,4.0,4.0,16.0,7.0,11.0,17.0,3.0,1.095445115,2.4
41.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,0.0,4999.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
42.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,80.0,100.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,0.0,4999.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
46.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,80.0,5000.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
47.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
48.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,90.0,100.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,0.0,2701.0,65.0,56.0,1524.0,1021.0,2299.0,3910.0,8.0,1.463850109,2.0
50.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,80.0,4842.0,15.0,13.0,208.0,126.0,158.0,271.0,6.0,1.406132276,2.217391304
51.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,90.0,4801.0,16.0,13.0,228.0,124.0,199.0,297.0,7.0,1.439175136,2.074074074
52.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,0.0,100.0,4796.0,13.0,12.0,265.0,134.0,204.0,310.0,5.0,1.527525232,4.0
53.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,0.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
54.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,80.0,4999.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
55.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,90.0,5000.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0
56.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,70.0,100.0,4993.0,3.0,3.0,7.0,1.0,7.0,8.0,2.0,0.577350269,2.0
57.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,0.0,5000.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0
58.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
59.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,90.0,4997.0,2.0,2.0,4.0,0.0,3.0,4.0,2.0,0.7071067809999999,1.5
60.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,100.0,4997.0,2.0,2.0,4.0,0.0,3.0,4.0,1.0,0.0,1.0
61.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,0.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
62.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
63.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
64.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,100.0,5000.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0
65.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,0.0,1913.0,39.0,30.0,2157.0,1893.0,3087.0,0.0,11.0,1.4667806630000002,2.104918033
66.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,80.0,2437.0,65.0,46.0,1419.0,1489.0,2563.0,0.0,13.0,1.4514472669999998,2.357142857
67.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,90.0,3303.0,65.0,64.0,1293.0,673.0,1697.0,0.0,13.0,1.7833479280000002,2.5625
68.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,100.0,4811.0,12.0,9.0,234.0,116.0,189.0,0.0,8.0,1.847778589,2.444444444
69.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,0.0,4486.0,65.0,60.0,293.0,201.0,514.0,0.0,11.0,1.673320053,2.20212766
70.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,80.0,4810.0,59.0,18.0,109.0,129.0,190.0,0.0,8.0,1.574347938,2.257575758
71.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,90.0,4645.0,65.0,28.0,165.0,188.0,355.0,0.0,10.0,1.670009633,3.0
72.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,100.0,4808.0,50.0,27.0,127.0,129.0,192.0,0.0,12.0,1.7625273940000001,1.946428571
73.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,0.0,4748.0,65.0,64.0,197.0,100.0,252.0,0.0,8.0,2.4013884869999997,3.0
74.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,80.0,4873.0,65.0,30.0,82.0,86.0,127.0,0.0,6.0,1.763834207,2.465116279
75.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,90.0,4712.0,65.0,42.0,194.0,185.0,288.0,0.0,8.0,1.576359558,2.166666667
76.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,100.0,4831.0,65.0,50.0,99.0,94.0,169.0,0.0,10.0,1.6759962959999999,2.226415094
77.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,0.0,5000.0,21.0,21.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
78.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,80.0,4942.0,65.0,65.0,37.0,33.0,58.0,0.0,6.0,1.914854216,2.4
79.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,90.0,4973.0,62.0,23.0,17.0,15.0,27.0,0.0,3.0,0.916125381,2.0
80.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,100.0,4987.0,64.0,26.0,9.0,6.0,13.0,0.0,3.0,1.0,2.5
81.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,0.0,1976.0,32.0,24.0,2857.0,1975.0,3024.0,2231.0,10.0,1.423139645,2.0386904759999998
82.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,80.0,2336.0,65.0,36.0,1458.0,1575.0,2664.0,1952.0,12.0,1.8329889480000001,2.4
83.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,90.0,4574.0,21.0,20.0,423.0,252.0,426.0,298.0,12.0,1.4930185790000001,2.126315789
84.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,100.0,4836.0,8.0,6.0,227.0,113.0,164.0,119.0,8.0,1.687141988,2.238095238
85.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,0.0,4623.0,65.0,28.0,212.0,195.0,377.0,287.0,8.0,1.431575315,2.0098039219999997
86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0,4569.0,65.0,52.0,265.0,218.0,431.0,342.0,7.0,1.396109302,2.0851063830000003
87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0,4835.0,49.0,29.0,182.0,128.0,165.0,130.0,7.0,1.65748386,3.0
88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0,4803.0,42.0,24.0,171.0,134.0,197.0,145.0,6.0,1.4206272619999998,2.203703704
89.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,0.0,4880.0,65.0,34.0,75.0,69.0,120.0,93.0,6.0,1.474205014,2.1818181819999998
90.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,80.0,4841.0,60.0,39.0,117.0,113.0,159.0,132.0,6.0,2.19089023,3.166666667
91.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,90.0,4876.0,65.0,25.0,82.0,72.0,124.0,78.0,7.0,1.594674395,2.106382979
92.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,100.0,4999.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
93.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,0.0,4990.0,46.0,24.0,10.0,8.0,10.0,8.0,3.0,1.4142135619999998,2.0
94.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,80.0,4988.0,64.0,64.0,15.0,11.0,12.0,13.0,5.0,2.828427125,3.5
95.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,90.0,4985.0,39.0,38.0,14.0,11.0,15.0,15.0,4.0,1.125991626,1.875
96.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,100.0,4980.0,40.0,26.0,19.0,13.0,20.0,17.0,6.0,1.663329993,2.4
97.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,0.0,1987.0,49.0,36.0,2022.0,1858.0,3013.0,3616.0,11.0,1.430817812,2.0761079
98.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,80.0,3501.0,45.0,25.0,1285.0,989.0,1499.0,1783.0,9.0,1.3952756780000002,2.0625
99.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,90.0,4432.0,33.0,29.0,390.0,357.0,568.0,675.0,10.0,1.649517836,4.0
100.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,100.0,4814.0,13.0,9.0,242.0,100.0,186.0,216.0,6.0,1.6212869669999999,3.0
101.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,0.0,4786.0,65.0,52.0,141.0,120.0,214.0,286.0,6.0,1.08140428,2.0
102.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,80.0,4875.0,53.0,21.0,113.0,90.0,125.0,164.0,5.0,1.234661996,2.1818181819999998
103.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,90.0,4838.0,52.0,42.0,97.0,85.0,162.0,189.0,6.0,1.923538406,2.8
104.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,100.0,4874.0,45.0,21.0,97.0,67.0,126.0,142.0,8.0,1.49491571,2.25
105.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,0.0,4971.0,43.0,21.0,24.0,20.0,29.0,39.0,5.0,1.333333333,2.0
106.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,80.0,4999.0,9.0,9.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
107.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,90.0,4937.0,33.0,24.0,49.0,37.0,63.0,72.0,6.0,1.4142135619999998,2.333333333
108.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,100.0,4998.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0
109.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,0.0,4999.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
110.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
111.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,90.0,4998.0,10.0,10.0,4.0,2.0,2.0,4.0,2.0,0.7071067809999999,1.5
112.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,100.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
113.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,0.0,1957.0,34.0,26.0,2744.0,1945.0,3043.0,3974.0,9.0,2.121320344,2.5
114.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,80.0,3831.0,32.0,28.0,913.0,708.0,1169.0,1522.0,8.0,1.4142135619999998,2.0
115.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,90.0,4196.0,50.0,18.0,464.0,486.0,804.0,1044.0,9.0,1.4853752009999999,2.037735849
116.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,100.0,4801.0,9.0,8.0,265.0,122.0,199.0,254.0,9.0,2.073644135,2.4
117.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,0.0,4968.0,25.0,20.0,26.0,15.0,32.0,37.0,4.0,1.0350983390000001,1.857142857
118.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,80.0,4885.0,33.0,22.0,101.0,79.0,115.0,159.0,5.0,1.380131119,2.285714286
119.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,90.0,4930.0,42.0,21.0,72.0,53.0,70.0,107.0,5.0,1.145643924,2.055555556
120.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,100.0,4941.0,47.0,9.0,42.0,38.0,59.0,77.0,6.0,1.4064216930000002,2.0
121.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,0.0,4977.0,15.0,9.0,27.0,18.0,23.0,31.0,5.0,1.7215215259999999,2.75
122.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,80.0,4979.0,17.0,15.0,19.0,8.0,21.0,23.0,3.0,0.8366600270000001,2.0
123.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,90.0,4979.0,23.0,17.0,22.0,12.0,21.0,28.0,3.0,1.0,2.0
124.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,100.0,4989.0,23.0,20.0,15.0,16.0,11.0,19.0,4.0,0.971825316,1.5555555559999998
125.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,0.0,5000.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
126.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,80.0,4998.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0
127.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,90.0,4999.0,6.0,6.0,4.0,2.0,1.0,4.0,2.0,0.7071067809999999,2.0
128.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,100.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
